Molecule1_KEGG,Molecule2_KEGG,USRCAT_Score
C00103,C00279,0.4819
C00103,C04442,0.2429
C00103,C00227,0.1993
C00103,C00010,0.0736
C00103,C00158,0.2754
C00103,C00451,0.2966
C00103,C00026,0.2738
C00103,C00042,0.2616
C00103,C00122,0.2544
C00103,C00149,0.262
C00103,C00036,0.2659
C00103,C00048,0.2155
C00103,C00003,0.0593
C00103,C00006,0.0579
C00103,C00020,0.1487
C00103,C00008,0.1142
C00103,C00002,0.0917
C00103,C00144,0.1519
C00103,C00035,0.1158
C00103,C00044,0.0923
C00103,C00055,0.1274
C00103,C00112,0.0973
C00103,C00063,0.0788
C00103,C00105,0.1271
C00103,C00015,0.0976
C00103,C00075,0.0781
C00103,C00130,0.2174
C00103,C00575,0.1817
C00103,C00942,0.1855
C00103,C00119,0.2204
C00103,C00166,0.1424
C00103,C00352,0.5411
C00103,C03878,0.2665
C00103,C00864,0.1903
C00103,C00155,0.2226
C00103,C00037,0.2243
C00103,C00065,0.2642
C00103,C00073,0.2148
C00103,C00049,0.2641
C00103,C00169,0.2621
C00103,C00051,0.1405
C00103,C00127,0.1199
C00103,C00004,0.0639
C00103,C00005,0.0601
C00103,C00016,0.053
C00103,C00043,0.0724
C00103,C00118,0.3426
C00103,C00315,0.1771
C00103,C01228,0.1738
C00103,C00417,0.2838
C00103,C00024,0.0623
C00103,C00364,0.1149
C00103,C00459,0.0729
C00446,C00092,0.4517
C00446,C05345,0.5309
C00446,C00354,0.2937
C00446,C00111,0.3814
C00446,C00029,0.0611
C00446,C01159,0.482
C00446,C00197,0.4136
C00446,C00631,0.3045
C00446,C00074,0.2392
C00446,C00022,0.1757
C00446,C00345,0.3544
C00446,C00199,0.4518
C00446,C00117,0.6386
C00446,C00279,0.4559
C00446,C04442,0.2393
C00446,C00227,0.1902
C00446,C00010,0.0737
C00446,C00158,0.2709
C00446,C00451,0.2755
C00446,C00026,0.2587
C00446,C00042,0.2596
C00446,C00122,0.2525
C00446,C00149,0.2397
C00446,C00036,0.2452
C00446,C00048,0.2097
C00446,C00003,0.0588
C00446,C00006,0.0573
C00446,C00020,0.1509
C00446,C00008,0.1148
C00446,C00002,0.0916
C00446,C00144,0.1504
C00446,C00035,0.1142
C00446,C00044,0.0909
C00446,C00055,0.1289
C00446,C00112,0.0982
C00446,C00063,0.0786
C00446,C00105,0.1267
C00446,C00015,0.0976
C00446,C00075,0.0782
C00446,C00130,0.2138
C00446,C00575,0.1909
C00446,C00942,0.1838
C00446,C00119,0.2337
C00446,C00166,0.1418
C00446,C00352,0.5411
C00446,C03878,0.2679
C00446,C00864,0.1975
C00446,C00155,0.2177
C00446,C00037,0.218
C00446,C00065,0.2578
C00446,C00073,0.2023
C00446,C00049,0.2414
C00446,C00169,0.2565
C00446,C00051,0.1407
C00446,C00127,0.1211
C00446,C00004,0.0634
C00446,C00005,0.0595
C00446,C00016,0.0522
C00446,C00043,0.071
C00446,C00118,0.3413
C00446,C00315,0.1751
C00446,C01228,0.1646
C00446,C00417,0.27
C00446,C00024,0.0619
C00446,C00364,0.1124
C00446,C00459,0.0741
C00446,C00103,0.5715
C01094,C00092,0.4589
C01094,C05345,0.5819
C01094,C00354,0.374
C01094,C00111,0.3318
C01094,C00029,0.0642
C01094,C01159,0.3669
C01094,C00197,0.3251
C01094,C00631,0.2513
C01094,C00074,0.205
C01094,C00022,0.1551
C01094,C00345,0.4641
C01094,C00199,0.5261
C01094,C00117,0.4882
C01094,C00279,0.3356
C01094,C04442,0.2898
C01094,C00227,0.1698
C01094,C00010,0.078
C01094,C00158,0.2302
C01094,C00451,0.228
C01094,C00026,0.2345
C01094,C00042,0.2176
C01094,C00122,0.2126
C01094,C00149,0.2066
C01094,C00036,0.2112
C01094,C00048,0.1811
C01094,C00003,0.0617
C01094,C00006,0.06
C01094,C00020,0.1705
C01094,C00008,0.1249
C01094,C00002,0.0983
C01094,C00144,0.1741
C01094,C00035,0.1265
C01094,C00044,0.0981
C01094,C00055,0.1418
C01094,C00112,0.1056
C01094,C00063,0.0835
C01094,C00105,0.1372
C01094,C00015,0.1049
C01094,C00075,0.0829
C01094,C00130,0.2225
C01094,C00575,0.2195
C01094,C00942,0.2073
C01094,C00119,0.2848
C01094,C00166,0.1348
C01094,C00352,0.501
C01094,C03878,0.2332
C01094,C00864,0.2323
C01094,C00155,0.1923
C01094,C00037,0.1872
C01094,C00065,0.2161
C01094,C00073,0.1807
C01094,C00049,0.2083
C01094,C00169,0.2186
C01094,C00051,0.1574
C01094,C00127,0.1304
C01094,C00004,0.0667
C01094,C00005,0.0625
C01094,C00016,0.0542
C01094,C00043,0.0751
C01094,C00118,0.291
C01094,C00315,0.2022
C01094,C01228,0.1796
C01094,C00417,0.2269
C01094,C00024,0.0655
C01094,C00364,0.1231
C01094,C00459,0.0784
C01094,C00103,0.4451
C01094,C00446,0.5053
C00116,C00092,0.1985
C00116,C05345,0.1896
C00116,C00354,0.1469
C00116,C00111,0.2247
C00116,C00029,0.0511
C00116,C01159,0.2286
C00116,C00197,0.2523
C00116,C00631,0.3062
C00116,C00074,0.2413
C00116,C00022,0.3136
C00116,C00345,0.1614
C00116,C00199,0.1818
C00116,C00117,0.2024
C00116,C00279,0.2349
C00116,C04442,0.1314
C00116,C00227,0.2842
C00116,C00010,0.0596
C00116,C00158,0.2129
C00116,C00451,0.2188
C00116,C00026,0.207
C00116,C00042,0.2369
C00116,C00122,0.231
C00116,C00149,0.279
C00116,C00036,0.2609
C00116,C00048,0.4417
C00116,C00003,0.0503
C00116,C00006,0.0487
C00116,C00020,0.0975
C00116,C00008,0.0809
C00116,C00002,0.0686
C00116,C00144,0.1013
C00116,C00035,0.0838
C00116,C00044,0.0699
C00116,C00055,0.0863
C00116,C00112,0.0713
C00116,C00063,0.0605
C00116,C00105,0.0853
C00116,C00015,0.071
C00116,C00075,0.0602
C00116,C00130,0.1389
C00116,C00575,0.1131
C00116,C00942,0.1179
C00116,C00119,0.1221
C00116,C00166,0.1275
C00116,C00352,0.2042
C00116,C03878,0.1511
C00116,C00864,0.1137
C00116,C00155,0.2091
C00116,C00037,0.4838
C00116,C00065,0.4467
C00116,C00073,0.1882
C00116,C00049,0.2751
C00116,C00169,0.3996
C00116,C00051,0.0931
C00116,C00127,0.0852
C00116,C00004,0.0536
C00116,C00005,0.0503
C00116,C00016,0.0451
C00116,C00043,0.0575
C00116,C00118,0.2458
C00116,C00315,0.1145
C00116,C01228,0.1102
C00116,C00417,0.1804
C00116,C00024,0.052
C00116,C00364,0.0807
C00116,C00459,0.0573
C00116,C00103,0.206
C00116,C00446,0.1993
C00116,C01094,0.1736
C00093,C00092,0.3697
C00093,C05345,0.3491
C00093,C00354,0.2396
C00093,C00111,0.7251
C00093,C00029,0.0588
C00093,C01159,0.4432
C00093,C00197,0.4676
C00093,C00631,0.3729
C00093,C00074,0.2722
C00093,C00022,0.1929
C00093,C00345,0.3176
C00093,C00199,0.3433
C00093,C00117,0.3737
C00093,C00279,0.4216
C00093,C04442,0.1959
C00093,C00227,0.2128
C00093,C00010,0.0741
C00093,C00158,0.2793
C00093,C00451,0.2895
C00093,C00026,0.2856
C00093,C00042,0.2892
C00093,C00122,0.2863
C00093,C00149,0.2898
C00093,C00036,0.2936
C00093,C00048,0.2347
C00093,C00003,0.0566
C00093,C00006,0.0548
C00093,C00020,0.1383
C00093,C00008,0.1066
C00093,C00002,0.0892
C00093,C00144,0.142
C00093,C00035,0.1077
C00093,C00044,0.0893
C00093,C00055,0.1168
C00093,C00112,0.0903
C00093,C00063,0.0746
C00093,C00105,0.1186
C00093,C00015,0.0918
C00093,C00075,0.0748
C00093,C00130,0.2091
C00093,C00575,0.1562
C00093,C00942,0.1629
C00093,C00119,0.1876
C00093,C00166,0.1468
C00093,C00352,0.363
C00093,C03878,0.255
C00093,C00864,0.1788
C00093,C00155,0.2761
C00093,C00037,0.2451
C00093,C00065,0.2856
C00093,C00073,0.2321
C00093,C00049,0.292
C00093,C00169,0.2892
C00093,C00051,0.1204
C00093,C00127,0.1042
C00093,C00004,0.0608
C00093,C00005,0.0568
C00093,C00016,0.0512
C00093,C00043,0.0687
C00093,C00118,0.5652
C00093,C00315,0.1574
C00093,C01228,0.1521
C00093,C00417,0.2651
C00093,C00024,0.0604
C00093,C00364,0.1065
C00093,C00459,0.0688
C00093,C00103,0.3859
C00093,C00446,0.376
C00093,C01094,0.3202
C00093,C00116,0.2213
C00152,C00092,0.2543
C00152,C05345,0.2298
C00152,C00354,0.17
C00152,C00111,0.2936
C00152,C00029,0.0579
C00152,C01159,0.3103
C00152,C00197,0.3385
C00152,C00631,0.3302
C00152,C00074,0.5001
C00152,C00022,0.246
C00152,C00345,0.197
C00152,C00199,0.2197
C00152,C00117,0.2502
C00152,C00279,0.3064
C00152,C04442,0.1909
C00152,C00227,0.3042
C00152,C00010,0.0698
C00152,C00158,0.3955
C00152,C00451,0.4059
C00152,C00026,0.3549
C00152,C00042,0.4123
C00152,C00122,0.3948
C00152,C00149,0.8784
C00152,C00036,0.6278
C00152,C00048,0.2471
C00152,C00003,0.0559
C00152,C00006,0.0541
C00152,C00020,0.1076
C00152,C00008,0.0882
C00152,C00002,0.0744
C00152,C00144,0.1123
C00152,C00035,0.0911
C00152,C00044,0.0759
C00152,C00055,0.1062
C00152,C00112,0.0845
C00152,C00063,0.0703
C00152,C00105,0.1069
C00152,C00015,0.0849
C00152,C00075,0.07
C00152,C00130,0.156
C00152,C00575,0.1258
C00152,C00942,0.1316
C00152,C00119,0.1385
C00152,C00166,0.1479
C00152,C00352,0.2507
C00152,C03878,0.2203
C00152,C00864,0.1593
C00152,C00155,0.3754
C00152,C00037,0.2725
C00152,C00065,0.339
C00152,C00073,0.2778
C00152,C00049,0.9097
C00152,C00169,0.3719
C00152,C00051,0.1187
C00152,C00127,0.1052
C00152,C00004,0.06
C00152,C00005,0.0561
C00152,C00016,0.0508
C00152,C00043,0.0674
C00152,C00118,0.2792
C00152,C00315,0.1553
C00152,C01228,0.1241
C00152,C00417,0.3026
C00152,C00024,0.0591
C00152,C00364,0.1017
C00152,C00459,0.0663
C00152,C00103,0.2617
C00152,C00446,0.2392
C00152,C01094,0.2078
C00152,C00116,0.2748
C00152,C00093,0.293
C00135,C00092,0.1871
C00135,C05345,0.1848
C00135,C00354,0.144
C00135,C00111,0.2008
C00135,C00029,0.062
C00135,C01159,0.2127
C00135,C00197,0.2227
C00135,C00631,0.2028
C00135,C00074,0.2213
C00135,C00022,0.1668
C00135,C00345,0.1619
C00135,C00199,0.1802
C00135,C00117,0.1982
C00135,C00279,0.2287
C00135,C04442,0.1672
C00135,C00227,0.1751
C00135,C00010,0.0788
C00135,C00158,0.2382
C00135,C00451,0.2539
C00135,C00026,0.2421
C00135,C00042,0.24
C00135,C00122,0.2339
C00135,C00149,0.2416
C00135,C00036,0.2455
C00135,C00048,0.1703
C00135,C00003,0.0617
C00135,C00006,0.0599
C00135,C00020,0.1419
C00135,C00008,0.1095
C00135,C00002,0.0879
C00135,C00144,0.1408
C00135,C00035,0.1097
C00135,C00044,0.0885
C00135,C00055,0.1409
C00135,C00112,0.1052
C00135,C00063,0.0829
C00135,C00105,0.1368
C00135,C00015,0.1043
C00135,C00075,0.0825
C00135,C00130,0.2118
C00135,C00575,0.1505
C00135,C00942,0.1701
C00135,C00119,0.1269
C00135,C00166,0.2016
C00135,C00352,0.1938
C00135,C03878,0.1809
C00135,C00864,0.1373
C00135,C00155,0.2018
C00135,C00037,0.1765
C00135,C00065,0.2005
C00135,C00073,0.2014
C00135,C00049,0.2434
C00135,C00169,0.1988
C00135,C00051,0.1082
C00135,C00127,0.0945
C00135,C00004,0.0665
C00135,C00005,0.0616
C00135,C00016,0.0549
C00135,C00043,0.0763
C00135,C00118,0.2028
C00135,C00315,0.1321
C00135,C01228,0.1464
C00135,C00417,0.2254
C00135,C00024,0.0661
C00135,C00364,0.1285
C00135,C00459,0.0784
C00135,C00103,0.1996
C00135,C00446,0.1998
C00135,C01094,0.1763
C00135,C00116,0.1694
C00135,C00093,0.2066
C00135,C00152,0.243
C00079,C00092,0.1486
C00079,C05345,0.1491
C00079,C00354,0.1303
C00079,C00111,0.1554
C00079,C00029,0.0603
C00079,C01159,0.1629
C00079,C00197,0.1641
C00079,C00631,0.1536
C00079,C00074,0.164
C00079,C00022,0.1631
C00079,C00345,0.1428
C00079,C00199,0.1489
C00079,C00117,0.1551
C00079,C00279,0.166
C00079,C04442,0.1567
C00079,C00227,0.1511
C00079,C00010,0.085
C00079,C00158,0.1866
C00079,C00451,0.1771
C00079,C00026,0.1778
C00079,C00042,0.1872
C00079,C00122,0.1835
C00079,C00149,0.1671
C00079,C00036,0.1719
C00079,C00048,0.1417
C00079,C00003,0.0628
C00079,C00006,0.0607
C00079,C00020,0.1267
C00079,C00008,0.1003
C00079,C00002,0.0831
C00079,C00144,0.1286
C00079,C00035,0.1012
C00079,C00044,0.0834
C00079,C00055,0.141
C00079,C00112,0.1056
C00079,C00063,0.0843
C00079,C00105,0.141
C00079,C00015,0.1064
C00079,C00075,0.0841
C00079,C00130,0.1847
C00079,C00575,0.1372
C00079,C00942,0.1501
C00079,C00119,0.1159
C00079,C00166,0.5247
C00079,C00352,0.1523
C00079,C03878,0.1462
C00079,C00864,0.1502
C00079,C00155,0.175
C00079,C00037,0.1499
C00079,C00065,0.1492
C00079,C00073,0.1771
C00079,C00049,0.1675
C00079,C00169,0.1491
C00079,C00051,0.1135
C00079,C00127,0.1009
C00079,C00004,0.0675
C00079,C00005,0.0624
C00079,C00016,0.0576
C00079,C00043,0.081
C00079,C00118,0.155
C00079,C00315,0.1329
C00079,C01228,0.1342
C00079,C00417,0.1927
C00079,C00024,0.0694
C00079,C00364,0.1471
C00079,C00459,0.0847
C00079,C00103,0.1571
C00079,C00446,0.1552
C00079,C01094,0.1482
C00079,C00116,0.1358
C00079,C00093,0.1619
C00079,C00152,0.1673
C00079,C00135,0.237
C00123,C00092,0.1808
C00123,C05345,0.1795
C00123,C00354,0.1404
C00123,C00111,0.1997
C00123,C00029,0.0554
C00123,C01159,0.2084
C00123,C00197,0.2213
C00123,C00631,0.2502
C00123,C00074,0.3002
C00123,C00022,0.2601
C00123,C00345,0.1585
C00123,C00199,0.1746
C00123,C00117,0.191
C00123,C00279,0.2141
C00123,C04442,0.1632
C00123,C00227,0.3428
C00123,C00010,0.069
C00123,C00158,0.2744
C00123,C00451,0.2776
C00123,C00026,0.2562
C00123,C00042,0.3019
C00123,C00122,0.2926
C00123,C00149,0.305
C00123,C00036,0.3027
C00123,C00048,0.238
C00123,C00003,0.0563
C00123,C00006,0.0547
C00123,C00020,0.0966
C00123,C00008,0.0809
C00123,C00002,0.0693
C00123,C00144,0.0978
C00123,C00035,0.0815
C00123,C00044,0.0695
C00123,C00055,0.0988
C00123,C00112,0.08
C00123,C00063,0.0673
C00123,C00105,0.0995
C00123,C00015,0.0806
C00123,C00075,0.0671
C00123,C00130,0.1271
C00123,C00575,0.1098
C00123,C00942,0.1099
C00123,C00119,0.1234
C00123,C00166,0.1592
C00123,C00352,0.1871
C00123,C03878,0.212
C00123,C00864,0.1628
C00123,C00155,0.3129
C00123,C00037,0.2552
C00123,C00065,0.2412
C00123,C00073,0.3432
C00123,C00049,0.3039
C00123,C00169,0.2468
C00123,C00051,0.1192
C00123,C00127,0.106
C00123,C00004,0.0604
C00123,C00005,0.0567
C00123,C00016,0.0504
C00123,C00043,0.0667
C00123,C00118,0.2178
C00123,C00315,0.1473
C00123,C01228,0.1074
C00123,C00417,0.2651
C00123,C00024,0.0581
C00123,C00364,0.1015
C00123,C00459,0.068
C00123,C00103,0.2003
C00123,C00446,0.194
C00123,C01094,0.1707
C00123,C00116,0.2168
C00123,C00093,0.2028
C00123,C00152,0.3012
C00123,C00135,0.179
C00123,C00079,0.1777
C00263,C00092,0.2544
C00263,C05345,0.2437
C00263,C00354,0.1782
C00263,C00111,0.338
C00263,C00029,0.0587
C00263,C01159,0.2991
C00263,C00197,0.3074
C00263,C00631,0.3097
C00263,C00074,0.3986
C00263,C00022,0.2325
C00263,C00345,0.2173
C00263,C00199,0.2386
C00263,C00117,0.2568
C00263,C00279,0.3104
C00263,C04442,0.1969
C00263,C00227,0.2763
C00263,C00010,0.0723
C00263,C00158,0.347
C00263,C00451,0.3637
C00263,C00026,0.3288
C00263,C00042,0.3811
C00263,C00122,0.3661
C00263,C00149,0.5478
C00263,C00036,0.4441
C00263,C00048,0.2443
C00263,C00003,0.0559
C00263,C00006,0.0541
C00263,C00020,0.113
C00263,C00008,0.0922
C00263,C00002,0.0771
C00263,C00144,0.1157
C00263,C00035,0.0927
C00263,C00044,0.0777
C00263,C00055,0.1114
C00263,C00112,0.0882
C00263,C00063,0.0725
C00263,C00105,0.1106
C00263,C00015,0.0886
C00263,C00075,0.0723
C00263,C00130,0.1571
C00263,C00575,0.1277
C00263,C00942,0.1326
C00263,C00119,0.147
C00263,C00166,0.1511
C00263,C00352,0.2548
C00263,C03878,0.2482
C00263,C00864,0.1741
C00263,C00155,0.5398
C00263,C00037,0.2579
C00263,C00065,0.3199
C00263,C00073,0.2916
C00263,C00049,0.5525
C00263,C00169,0.3178
C00263,C00051,0.1189
C00263,C00127,0.1038
C00263,C00004,0.06
C00263,C00005,0.0561
C00263,C00016,0.0506
C00263,C00043,0.0675
C00263,C00118,0.3218
C00263,C00315,0.1548
C00263,C01228,0.1251
C00263,C00417,0.3041
C00263,C00024,0.0597
C00263,C00364,0.1036
C00263,C00459,0.0685
C00263,C00103,0.261
C00263,C00446,0.2542
C00263,C01094,0.2203
C00263,C00116,0.2425
C00263,C00093,0.3376
C00263,C00152,0.5515
C00263,C00135,0.2436
C00263,C00079,0.1709
C00263,C00123,0.2679
C00097,C00092,0.1917
C00097,C05345,0.1929
C00097,C00354,0.149
C00097,C00111,0.2233
C00097,C00029,0.0549
C00097,C01159,0.2304
C00097,C00197,0.2438
C00097,C00631,0.2738
C00097,C00074,0.3232
C00097,C00022,0.2699
C00097,C00345,0.1635
C00097,C00199,0.1853
C00097,C00117,0.2125
C00097,C00279,0.231
C00097,C04442,0.1641
C00097,C00227,0.3497
C00097,C00010,0.0668
C00097,C00158,0.2887
C00097,C00451,0.3139
C00097,C00026,0.2833
C00097,C00042,0.3164
C00097,C00122,0.3061
C00097,C00149,0.3679
C00097,C00036,0.3497
C00097,C00048,0.2859
C00097,C00003,0.055
C00097,C00006,0.0537
C00097,C00020,0.1001
C00097,C00008,0.0828
C00097,C00002,0.0699
C00097,C00144,0.1018
C00097,C00035,0.0836
C00097,C00044,0.0699
C00097,C00055,0.0985
C00097,C00112,0.0797
C00097,C00063,0.0663
C00097,C00105,0.0972
C00097,C00015,0.0793
C00097,C00075,0.0659
C00097,C00130,0.1349
C00097,C00575,0.113
C00097,C00942,0.1154
C00097,C00119,0.126
C00097,C00166,0.1471
C00097,C00352,0.1989
C00097,C03878,0.2012
C00097,C00864,0.1459
C00097,C00155,0.3515
C00097,C00037,0.3215
C00097,C00065,0.5117
C00097,C00073,0.2647
C00097,C00049,0.3613
C00097,C00169,0.3317
C00097,C00051,0.1142
C00097,C00127,0.1014
C00097,C00004,0.059
C00097,C00005,0.0556
C00097,C00016,0.0489
C00097,C00043,0.0648
C00097,C00118,0.2441
C00097,C00315,0.1418
C00097,C01228,0.1083
C00097,C00417,0.2615
C00097,C00024,0.0572
C00097,C00364,0.0956
C00097,C00459,0.0651
C00097,C00103,0.2119
C00097,C00446,0.2078
C00097,C01094,0.1798
C00097,C00116,0.3138
C00097,C00093,0.2255
C00097,C00152,0.3564
C00097,C00135,0.1985
C00097,C00079,0.1629
C00097,C00123,0.3122
C00097,C00263,0.3409
C00493,C00092,0.2388
C00493,C05345,0.2381
C00493,C00354,0.1811
C00493,C00111,0.2564
C00493,C00029,0.0583
C00493,C01159,0.2426
C00493,C00197,0.2543
C00493,C00631,0.2735
C00493,C00074,0.2849
C00493,C00022,0.189
C00493,C00345,0.204
C00493,C00199,0.221
C00493,C00117,0.2486
C00493,C00279,0.242
C00493,C04442,0.1923
C00493,C00227,0.2211
C00493,C00010,0.0742
C00493,C00158,0.3044
C00493,C00451,0.3252
C00493,C00026,0.3213
C00493,C00042,0.3078
C00493,C00122,0.3095
C00493,C00149,0.3066
C00493,C00036,0.3121
C00493,C00048,0.1961
C00493,C00003,0.0573
C00493,C00006,0.0554
C00493,C00020,0.1113
C00493,C00008,0.0903
C00493,C00002,0.0759
C00493,C00144,0.1155
C00493,C00035,0.0925
C00493,C00044,0.076
C00493,C00055,0.11
C00493,C00112,0.0865
C00493,C00063,0.0717
C00493,C00105,0.1091
C00493,C00015,0.0871
C00493,C00075,0.0718
C00493,C00130,0.1556
C00493,C00575,0.127
C00493,C00942,0.1325
C00493,C00119,0.1438
C00493,C00166,0.1499
C00493,C00352,0.2473
C00493,C03878,0.227
C00493,C00864,0.1829
C00493,C00155,0.2807
C00493,C00037,0.2011
C00493,C00065,0.2379
C00493,C00073,0.2753
C00493,C00049,0.3098
C00493,C00169,0.2272
C00493,C00051,0.1283
C00493,C00127,0.1109
C00493,C00004,0.0617
C00493,C00005,0.0575
C00493,C00016,0.0524
C00493,C00043,0.0682
C00493,C00118,0.2819
C00493,C00315,0.1734
C00493,C01228,0.125
C00493,C00417,0.3276
C00493,C00024,0.0613
C00493,C00364,0.1077
C00493,C00459,0.0709
C00493,C00103,0.2452
C00493,C00446,0.2349
C00493,C01094,0.2086
C00493,C00116,0.2023
C00493,C00093,0.258
C00493,C00152,0.3091
C00493,C00135,0.2126
C00493,C00079,0.1653
C00493,C00123,0.2544
C00493,C00263,0.3229
C00493,C00097,0.2643
C00077,C00092,0.2757
C00077,C05345,0.2789
C00077,C00354,0.2003
C00077,C00111,0.3361
C00077,C00029,0.0603
C00077,C01159,0.2915
C00077,C00197,0.3158
C00077,C00631,0.2613
C00077,C00074,0.3245
C00077,C00022,0.1869
C00077,C00345,0.2333
C00077,C00199,0.2697
C00077,C00117,0.2944
C00077,C00279,0.2977
C00077,C04442,0.216
C00077,C00227,0.2136
C00077,C00010,0.0776
C00077,C00158,0.3553
C00077,C00451,0.4316
C00077,C00026,0.4068
C00077,C00042,0.3667
C00077,C00122,0.3527
C00077,C00149,0.3291
C00077,C00036,0.3354
C00077,C00048,0.1928
C00077,C00003,0.059
C00077,C00006,0.0569
C00077,C00020,0.1209
C00077,C00008,0.0968
C00077,C00002,0.0796
C00077,C00144,0.124
C00077,C00035,0.0981
C00077,C00044,0.0802
C00077,C00055,0.1189
C00077,C00112,0.0918
C00077,C00063,0.0749
C00077,C00105,0.1156
C00077,C00015,0.0913
C00077,C00075,0.0744
C00077,C00130,0.1636
C00077,C00575,0.1368
C00077,C00942,0.1427
C00077,C00119,0.1597
C00077,C00166,0.155
C00077,C00352,0.2872
C00077,C03878,0.2477
C00077,C00864,0.2066
C00077,C00155,0.3518
C00077,C00037,0.2
C00077,C00065,0.2439
C00077,C00073,0.3159
C00077,C00049,0.3345
C00077,C00169,0.2374
C00077,C00051,0.1367
C00077,C00127,0.116
C00077,C00004,0.0636
C00077,C00005,0.0591
C00077,C00016,0.0527
C00077,C00043,0.0711
C00077,C00118,0.3111
C00077,C00315,0.1866
C00077,C01228,0.1286
C00077,C00417,0.3366
C00077,C00024,0.0639
C00077,C00364,0.1119
C00077,C00459,0.0729
C00077,C00103,0.2783
C00077,C00446,0.2889
C00077,C01094,0.2446
C00077,C00116,0.1972
C00077,C00093,0.3318
C00077,C00152,0.3331
C00077,C00135,0.2447
C00077,C00079,0.1746
C00077,C00123,0.2403
C00077,C00263,0.397
C00077,C00097,0.2828
C00077,C00493,0.3811
C02291,C00092,0.2439
C02291,C05345,0.2444
C02291,C00354,0.2401
C02291,C00111,0.1873
C02291,C00029,0.0676
C02291,C01159,0.2062
C02291,C00197,0.2014
C02291,C00631,0.1701
C02291,C00074,0.1921
C02291,C00022,0.1337
C02291,C00345,0.2555
C02291,C00199,0.247
C02291,C00117,0.2217
C02291,C00279,0.1948
C02291,C04442,0.3403
C02291,C00227,0.1543
C02291,C00010,0.0911
C02291,C00158,0.2304
C02291,C00451,0.2244
C02291,C00026,0.2363
C02291,C00042,0.1964
C02291,C00122,0.1924
C02291,C00149,0.1833
C02291,C00036,0.1916
C02291,C00048,0.1315
C02291,C00003,0.0676
C02291,C00006,0.0656
C02291,C00020,0.1402
C02291,C00008,0.1095
C02291,C00002,0.0887
C02291,C00144,0.1428
C02291,C00035,0.1118
C02291,C00044,0.0891
C02291,C00055,0.1507
C02291,C00112,0.1114
C02291,C00063,0.0877
C02291,C00105,0.1448
C02291,C00015,0.1115
C02291,C00075,0.0872
C02291,C00130,0.1623
C02291,C00575,0.1686
C02291,C00942,0.1629
C02291,C00119,0.2093
C02291,C00166,0.1477
C02291,C00352,0.2342
C02291,C03878,0.1883
C02291,C00864,0.284
C02291,C00155,0.1823
C02291,C00037,0.1347
C02291,C00065,0.1463
C02291,C00073,0.1966
C02291,C00049,0.1852
C02291,C00169,0.1537
C02291,C00051,0.2268
C02291,C00127,0.1813
C02291,C00004,0.0737
C02291,C00005,0.0684
C02291,C00016,0.0621
C02291,C00043,0.0889
C02291,C00118,0.1763
C02291,C00315,0.3066
C02291,C01228,0.1466
C02291,C00417,0.2251
C02291,C00024,0.0747
C02291,C00364,0.1553
C02291,C00459,0.0895
C02291,C00103,0.2264
C02291,C00446,0.224
C02291,C01094,0.2596
C02291,C00116,0.1286
C02291,C00093,0.1873
C02291,C00152,0.1834
C02291,C00135,0.1554
C02291,C00079,0.1604
C02291,C00123,0.1719
C02291,C00263,0.1821
C02291,C00097,0.1636
C02291,C00493,0.2015
C02291,C00077,0.2209
C00033,C00092,0.1548
C00033,C05345,0.1538
C00033,C00354,0.1242
C00033,C00111,0.1761
C00033,C00029,0.0501
C00033,C01159,0.179
C00033,C00197,0.1923
C00033,C00631,0.2256
C00033,C00074,0.217
C00033,C00022,0.451
C00033,C00345,0.1381
C00033,C00199,0.1502
C00033,C00117,0.1641
C00033,C00279,0.1886
C00033,C04442,0.1283
C00033,C00227,0.2699
C00033,C00010,0.0586
C00033,C00158,0.1969
C00033,C00451,0.1927
C00033,C00026,0.1904
C00033,C00042,0.2412
C00033,C00122,0.2351
C00033,C00149,0.2353
C00033,C00036,0.2415
C00033,C00048,0.4211
C00033,C00003,0.0483
C00033,C00006,0.0471
C00033,C00020,0.0886
C00033,C00008,0.0752
C00033,C00002,0.0651
C00033,C00144,0.0896
C00033,C00035,0.0757
C00033,C00044,0.0653
C00033,C00055,0.086
C00033,C00112,0.0714
C00033,C00063,0.0611
C00033,C00105,0.0865
C00033,C00015,0.0719
C00033,C00075,0.0609
C00033,C00130,0.116
C00033,C00575,0.0996
C00033,C00942,0.0997
C00033,C00119,0.1107
C00033,C00166,0.1418
C00033,C00352,0.1593
C00033,C03878,0.1476
C00033,C00864,0.1134
C00033,C00155,0.1886
C00033,C00037,0.3756
C00033,C00065,0.2781
C00033,C00073,0.1809
C00033,C00049,0.233
C00033,C00169,0.2626
C00033,C00051,0.0915
C00033,C00127,0.0824
C00033,C00004,0.0513
C00033,C00005,0.0486
C00033,C00016,0.0444
C00033,C00043,0.0572
C00033,C00118,0.1883
C00033,C00315,0.1064
C00033,C01228,0.0978
C00033,C00417,0.1766
C00033,C00024,0.0506
C00033,C00364,0.0805
C00033,C00459,0.0575
C00033,C00103,0.1692
C00033,C00446,0.1657
C00033,C01094,0.1473
C00033,C00116,0.3394
C00033,C00093,0.1809
C00033,C00152,0.2326
C00033,C00135,0.1534
C00033,C00079,0.1431
C00033,C00123,0.2378
C00033,C00263,0.2211
C00033,C00097,0.2531
C00033,C00493,0.1783
C00033,C00077,0.1741
