Molecule1_KEGG,Molecule2_KEGG,USRCAT_Score
C00111,C00459,0.0692
C00029,C00459,0.092
C01159,C00459,0.0699
C00197,C00459,0.0681
C00631,C00459,0.0643
C00074,C00459,0.0682
C00022,C00459,0.0603
C00345,C00459,0.0793
C00199,C00459,0.0763
C00117,C00459,0.073
C00279,C00459,0.0692
C04442,C00459,0.092
C00227,C00459,0.0627
C00010,C00459,0.1382
C00158,C00459,0.0721
C00451,C00459,0.071
C00026,C00459,0.0717
C00042,C00459,0.0691
C00122,C00459,0.0686
C00149,C00459,0.0661
C00036,C00459,0.0673
C00048,C00459,0.0589
C00003,C00459,0.105
C00006,C00459,0.1007
C00020,C00459,0.1139
C00008,C00459,0.152
C00002,C00459,0.1693
C00144,C00459,0.1097
C00035,C00459,0.1416
C00044,C00459,0.1602
C00055,C00459,0.1376
C00112,C00459,0.22
C00063,C00459,0.3381
C00105,C00459,0.1345
C00015,C00459,0.2118
C00075,C00459,0.3427
C00130,C00459,0.0842
C00575,C00459,0.0914
C00942,C00459,0.097
C00119,C00459,0.0948
C00166,C00459,0.0829
C00352,C00459,0.0735
C03878,C00459,0.0744
C00864,C00459,0.0948
C00155,C00459,0.0703
C00037,C00459,0.0595
C00065,C00459,0.0615
C00073,C00459,0.0711
C00049,C00459,0.0664
C00169,C00459,0.0616
C00051,C00459,0.1125
C00127,C00459,0.1244
C00004,C00459,0.1336
C00005,C00459,0.1178
C00016,C00459,0.0978
C00043,C00459,0.2476
C00118,C00459,0.0674
C00315,C00459,0.0913
C01228,C00459,0.0883
C00417,C00459,0.0744
C00024,C00459,0.1205
C00364,C00459,0.1534
C00092,C00103,0.5073
C05345,C00103,0.5044
C00354,C00103,0.2896
C00111,C00103,0.3837
C00029,C00103,0.0612
C01159,C00103,0.5386
C00197,C00103,0.4313
C00631,C00103,0.343
C00074,C00103,0.248
C00022,C00103,0.1797
C00345,C00103,0.3498
C00199,C00103,0.4334
C00117,C00103,0.5582
C00279,C00103,0.4819
C04442,C00103,0.2429
C00227,C00103,0.1993
C00010,C00103,0.0736
C00158,C00103,0.2754
C00451,C00103,0.2966
C00026,C00103,0.2738
C00042,C00103,0.2616
C00122,C00103,0.2544
C00149,C00103,0.262
C00036,C00103,0.2659
C00048,C00103,0.2155
C00003,C00103,0.0593
C00006,C00103,0.0579
C00020,C00103,0.1487
C00008,C00103,0.1142
C00002,C00103,0.0917
C00144,C00103,0.1519
C00035,C00103,0.1158
C00044,C00103,0.0923
C00055,C00103,0.1274
C00112,C00103,0.0973
C00063,C00103,0.0788
C00105,C00103,0.1271
C00015,C00103,0.0976
C00075,C00103,0.0781
C00130,C00103,0.2174
C00575,C00103,0.1817
C00942,C00103,0.1855
C00119,C00103,0.2204
C00166,C00103,0.1424
C00352,C00103,0.5411
C03878,C00103,0.2665
C00864,C00103,0.1903
C00155,C00103,0.2226
C00037,C00103,0.2243
C00065,C00103,0.2642
C00073,C00103,0.2148
C00049,C00103,0.2641
C00169,C00103,0.2621
C00051,C00103,0.1405
C00127,C00103,0.1199
C00004,C00103,0.0639
C00005,C00103,0.0601
C00016,C00103,0.053
C00043,C00103,0.0724
C00118,C00103,0.3426
C00315,C00103,0.1771
C01228,C00103,0.1738
C00417,C00103,0.2838
C00024,C00103,0.0623
C00364,C00103,0.1149
C00459,C00103,0.0729
C00092,C00446,0.4517
C05345,C00446,0.5309
C00354,C00446,0.2937
C00111,C00446,0.3814
C00029,C00446,0.0611
C01159,C00446,0.482
C00197,C00446,0.4136
C00631,C00446,0.3045
C00074,C00446,0.2392
C00022,C00446,0.1757
C00345,C00446,0.3544
C00199,C00446,0.4518
C00117,C00446,0.6386
C00279,C00446,0.4559
C04442,C00446,0.2393
C00227,C00446,0.1902
C00010,C00446,0.0737
C00158,C00446,0.2709
C00451,C00446,0.2755
C00026,C00446,0.2587
C00042,C00446,0.2596
C00122,C00446,0.2525
C00149,C00446,0.2397
C00036,C00446,0.2452
C00048,C00446,0.2097
C00003,C00446,0.0588
C00006,C00446,0.0573
C00020,C00446,0.1509
C00008,C00446,0.1148
C00002,C00446,0.0916
C00144,C00446,0.1504
C00035,C00446,0.1142
C00044,C00446,0.0909
C00055,C00446,0.1289
C00112,C00446,0.0982
C00063,C00446,0.0786
C00105,C00446,0.1267
C00015,C00446,0.0976
C00075,C00446,0.0782
C00130,C00446,0.2138
C00575,C00446,0.1909
C00942,C00446,0.1838
C00119,C00446,0.2337
C00166,C00446,0.1418
C00352,C00446,0.5411
C03878,C00446,0.2679
C00864,C00446,0.1975
C00155,C00446,0.2177
C00037,C00446,0.218
C00065,C00446,0.2578
C00073,C00446,0.2023
C00049,C00446,0.2414
C00169,C00446,0.2565
C00051,C00446,0.1407
C00127,C00446,0.1211
C00004,C00446,0.0634
C00005,C00446,0.0595
C00016,C00446,0.0522
C00043,C00446,0.071
C00118,C00446,0.3413
C00315,C00446,0.1751
C01228,C00446,0.1646
C00417,C00446,0.27
C00024,C00446,0.0619
C00364,C00446,0.1124
C00459,C00446,0.0741
C00103,C00446,0.5715
C00092,C01094,0.4589
C05345,C01094,0.5819
C00354,C01094,0.374
C00111,C01094,0.3318
C00029,C01094,0.0642
C01159,C01094,0.3669
C00197,C01094,0.3251
C00631,C01094,0.2513
C00074,C01094,0.205
C00022,C01094,0.1551
C00345,C01094,0.4641
C00199,C01094,0.5261
C00117,C01094,0.4882
C00279,C01094,0.3356
C04442,C01094,0.2898
C00227,C01094,0.1698
C00010,C01094,0.078
C00158,C01094,0.2302
C00451,C01094,0.228
C00026,C01094,0.2345
C00042,C01094,0.2176
C00122,C01094,0.2126
C00149,C01094,0.2066
C00036,C01094,0.2112
C00048,C01094,0.1811
C00003,C01094,0.0617
C00006,C01094,0.06
C00020,C01094,0.1705
C00008,C01094,0.1249
C00002,C01094,0.0983
C00144,C01094,0.1741
C00035,C01094,0.1265
C00044,C01094,0.0981
C00055,C01094,0.1418
C00112,C01094,0.1056
C00063,C01094,0.0835
C00105,C01094,0.1372
C00015,C01094,0.1049
C00075,C01094,0.0829
C00130,C01094,0.2225
C00575,C01094,0.2195
C00942,C01094,0.2073
C00119,C01094,0.2848
C00166,C01094,0.1348
C00352,C01094,0.501
C03878,C01094,0.2332
C00864,C01094,0.2323
C00155,C01094,0.1923
C00037,C01094,0.1872
C00065,C01094,0.2161
C00073,C01094,0.1807
C00049,C01094,0.2083
C00169,C01094,0.2186
C00051,C01094,0.1574
C00127,C01094,0.1304
C00004,C01094,0.0667
C00005,C01094,0.0625
C00016,C01094,0.0542
C00043,C01094,0.0751
C00118,C01094,0.291
C00315,C01094,0.2022
C01228,C01094,0.1796
C00417,C01094,0.2269
C00024,C01094,0.0655
C00364,C01094,0.1231
C00459,C01094,0.0784
C00103,C01094,0.4451
C00446,C01094,0.5053
C00092,C00116,0.1985
C05345,C00116,0.1896
C00354,C00116,0.1469
C00111,C00116,0.2247
C00029,C00116,0.0511
C01159,C00116,0.2286
C00197,C00116,0.2523
C00631,C00116,0.3062
C00074,C00116,0.2413
C00022,C00116,0.3136
C00345,C00116,0.1614
C00199,C00116,0.1818
C00117,C00116,0.2024
C00279,C00116,0.2349
C04442,C00116,0.1314
C00227,C00116,0.2842
C00010,C00116,0.0596
C00158,C00116,0.2129
C00451,C00116,0.2188
C00026,C00116,0.207
C00042,C00116,0.2369
C00122,C00116,0.231
C00149,C00116,0.279
C00036,C00116,0.2609
C00048,C00116,0.4417
C00003,C00116,0.0503
C00006,C00116,0.0487
C00020,C00116,0.0975
C00008,C00116,0.0809
C00002,C00116,0.0686
C00144,C00116,0.1013
C00035,C00116,0.0838
C00044,C00116,0.0699
C00055,C00116,0.0863
C00112,C00116,0.0713
C00063,C00116,0.0605
C00105,C00116,0.0853
C00015,C00116,0.071
C00075,C00116,0.0602
C00130,C00116,0.1389
C00575,C00116,0.1131
C00942,C00116,0.1179
C00119,C00116,0.1221
C00166,C00116,0.1275
C00352,C00116,0.2042
C03878,C00116,0.1511
C00864,C00116,0.1137
C00155,C00116,0.2091
C00037,C00116,0.4838
C00065,C00116,0.4467
C00073,C00116,0.1882
C00049,C00116,0.2751
C00169,C00116,0.3996
C00051,C00116,0.0931
C00127,C00116,0.0852
C00004,C00116,0.0536
C00005,C00116,0.0503
C00016,C00116,0.0451
C00043,C00116,0.0575
C00118,C00116,0.2458
C00315,C00116,0.1145
C01228,C00116,0.1102
C00417,C00116,0.1804
C00024,C00116,0.052
C00364,C00116,0.0807
C00459,C00116,0.0573
C00103,C00116,0.206
C00446,C00116,0.1993
C01094,C00116,0.1736
C00092,C00093,0.3697
C05345,C00093,0.3491
C00354,C00093,0.2396
C00111,C00093,0.7251
C00029,C00093,0.0588
C01159,C00093,0.4432
C00197,C00093,0.4676
C00631,C00093,0.3729
C00074,C00093,0.2722
C00022,C00093,0.1929
C00345,C00093,0.3176
C00199,C00093,0.3433
C00117,C00093,0.3737
C00279,C00093,0.4216
C04442,C00093,0.1959
C00227,C00093,0.2128
C00010,C00093,0.0741
C00158,C00093,0.2793
C00451,C00093,0.2895
C00026,C00093,0.2856
C00042,C00093,0.2892
C00122,C00093,0.2863
C00149,C00093,0.2898
C00036,C00093,0.2936
C00048,C00093,0.2347
C00003,C00093,0.0566
C00006,C00093,0.0548
C00020,C00093,0.1383
C00008,C00093,0.1066
C00002,C00093,0.0892
C00144,C00093,0.142
C00035,C00093,0.1077
C00044,C00093,0.0893
C00055,C00093,0.1168
C00112,C00093,0.0903
C00063,C00093,0.0746
C00105,C00093,0.1186
C00015,C00093,0.0918
C00075,C00093,0.0748
C00130,C00093,0.2091
C00575,C00093,0.1562
C00942,C00093,0.1629
C00119,C00093,0.1876
C00166,C00093,0.1468
C00352,C00093,0.363
C03878,C00093,0.255
C00864,C00093,0.1788
C00155,C00093,0.2761
C00037,C00093,0.2451
C00065,C00093,0.2856
C00073,C00093,0.2321
C00049,C00093,0.292
C00169,C00093,0.2892
C00051,C00093,0.1204
C00127,C00093,0.1042
C00004,C00093,0.0608
C00005,C00093,0.0568
C00016,C00093,0.0512
C00043,C00093,0.0687
C00118,C00093,0.5652
C00315,C00093,0.1574
C01228,C00093,0.1521
C00417,C00093,0.2651
C00024,C00093,0.0604
C00364,C00093,0.1065
C00459,C00093,0.0688
C00103,C00093,0.3859
C00446,C00093,0.376
C01094,C00093,0.3202
C00116,C00093,0.2213
C00092,C00152,0.2543
C05345,C00152,0.2298
C00354,C00152,0.17
C00111,C00152,0.2936
C00029,C00152,0.0579
C01159,C00152,0.3103
C00197,C00152,0.3385
C00631,C00152,0.3302
C00074,C00152,0.5001
C00022,C00152,0.246
C00345,C00152,0.197
C00199,C00152,0.2197
C00117,C00152,0.2502
C00279,C00152,0.3064
C04442,C00152,0.1909
C00227,C00152,0.3042
C00010,C00152,0.0698
C00158,C00152,0.3955
C00451,C00152,0.4059
C00026,C00152,0.3549
C00042,C00152,0.4123
C00122,C00152,0.3948
C00149,C00152,0.8784
C00036,C00152,0.6278
C00048,C00152,0.2471
C00003,C00152,0.0559
C00006,C00152,0.0541
C00020,C00152,0.1076
C00008,C00152,0.0882
C00002,C00152,0.0744
C00144,C00152,0.1123
C00035,C00152,0.0911
C00044,C00152,0.0759
C00055,C00152,0.1062
C00112,C00152,0.0845
C00063,C00152,0.0703
C00105,C00152,0.1069
C00015,C00152,0.0849
C00075,C00152,0.07
C00130,C00152,0.156
C00575,C00152,0.1258
C00942,C00152,0.1316
C00119,C00152,0.1385
C00166,C00152,0.1479
C00352,C00152,0.2507
C03878,C00152,0.2203
C00864,C00152,0.1593
C00155,C00152,0.3754
C00037,C00152,0.2725
C00065,C00152,0.339
C00073,C00152,0.2778
C00049,C00152,0.9097
C00169,C00152,0.3719
C00051,C00152,0.1187
C00127,C00152,0.1052
C00004,C00152,0.06
C00005,C00152,0.0561
C00016,C00152,0.0508
C00043,C00152,0.0674
C00118,C00152,0.2792
C00315,C00152,0.1553
C01228,C00152,0.1241
C00417,C00152,0.3026
C00024,C00152,0.0591
C00364,C00152,0.1017
C00459,C00152,0.0663
C00103,C00152,0.2617
C00446,C00152,0.2392
C01094,C00152,0.2078
C00116,C00152,0.2748
C00093,C00152,0.293
C00092,C00135,0.1871
C05345,C00135,0.1848
C00354,C00135,0.144
C00111,C00135,0.2008
C00029,C00135,0.062
C01159,C00135,0.2127
C00197,C00135,0.2227
C00631,C00135,0.2028
C00074,C00135,0.2213
C00022,C00135,0.1668
C00345,C00135,0.1619
C00199,C00135,0.1802
C00117,C00135,0.1982
C00279,C00135,0.2287
C04442,C00135,0.1672
C00227,C00135,0.1751
C00010,C00135,0.0788
C00158,C00135,0.2382
C00451,C00135,0.2539
C00026,C00135,0.2421
C00042,C00135,0.24
C00122,C00135,0.2339
C00149,C00135,0.2416
C00036,C00135,0.2455
C00048,C00135,0.1703
C00003,C00135,0.0617
C00006,C00135,0.0599
C00020,C00135,0.1419
C00008,C00135,0.1095
C00002,C00135,0.0879
C00144,C00135,0.1408
C00035,C00135,0.1097
C00044,C00135,0.0885
C00055,C00135,0.1409
C00112,C00135,0.1052
C00063,C00135,0.0829
C00105,C00135,0.1368
C00015,C00135,0.1043
C00075,C00135,0.0825
C00130,C00135,0.2118
C00575,C00135,0.1505
C00942,C00135,0.1701
C00119,C00135,0.1269
C00166,C00135,0.2016
C00352,C00135,0.1938
C03878,C00135,0.1809
C00864,C00135,0.1373
C00155,C00135,0.2018
C00037,C00135,0.1765
C00065,C00135,0.2005
C00073,C00135,0.2014
C00049,C00135,0.2434
C00169,C00135,0.1988
C00051,C00135,0.1082
C00127,C00135,0.0945
C00004,C00135,0.0665
C00005,C00135,0.0616
C00016,C00135,0.0549
C00043,C00135,0.0763
C00118,C00135,0.2028
C00315,C00135,0.1321
C01228,C00135,0.1464
C00417,C00135,0.2254
C00024,C00135,0.0661
C00364,C00135,0.1285
C00459,C00135,0.0784
C00103,C00135,0.1996
C00446,C00135,0.1998
C01094,C00135,0.1763
C00116,C00135,0.1694
C00093,C00135,0.2066
C00152,C00135,0.243
C00092,C00079,0.1486
C05345,C00079,0.1491
C00354,C00079,0.1303
C00111,C00079,0.1554
C00029,C00079,0.0603
C01159,C00079,0.1629
C00197,C00079,0.1641
C00631,C00079,0.1536
C00074,C00079,0.164
C00022,C00079,0.1631
C00345,C00079,0.1428
C00199,C00079,0.1489
C00117,C00079,0.1551
C00279,C00079,0.166
C04442,C00079,0.1567
C00227,C00079,0.1511
C00010,C00079,0.085
C00158,C00079,0.1866
C00451,C00079,0.1771
C00026,C00079,0.1778
C00042,C00079,0.1872
C00122,C00079,0.1835
C00149,C00079,0.1671
C00036,C00079,0.1719
C00048,C00079,0.1417
C00003,C00079,0.0628
C00006,C00079,0.0607
C00020,C00079,0.1267
C00008,C00079,0.1003
C00002,C00079,0.0831
C00144,C00079,0.1286
C00035,C00079,0.1012
C00044,C00079,0.0834
C00055,C00079,0.141
C00112,C00079,0.1056
C00063,C00079,0.0843
C00105,C00079,0.141
C00015,C00079,0.1064
C00075,C00079,0.0841
C00130,C00079,0.1847
C00575,C00079,0.1372
C00942,C00079,0.1501
C00119,C00079,0.1159
C00166,C00079,0.5247
C00352,C00079,0.1523
C03878,C00079,0.1462
C00864,C00079,0.1502
C00155,C00079,0.175
C00037,C00079,0.1499
C00065,C00079,0.1492
C00073,C00079,0.1771
C00049,C00079,0.1675
C00169,C00079,0.1491
C00051,C00079,0.1135
C00127,C00079,0.1009
C00004,C00079,0.0675
C00005,C00079,0.0624
C00016,C00079,0.0576
C00043,C00079,0.081
C00118,C00079,0.155
C00315,C00079,0.1329
C01228,C00079,0.1342
C00417,C00079,0.1927
C00024,C00079,0.0694
C00364,C00079,0.1471
C00459,C00079,0.0847
C00103,C00079,0.1571
C00446,C00079,0.1552
C01094,C00079,0.1482
C00116,C00079,0.1358
C00093,C00079,0.1619
C00152,C00079,0.1673
C00135,C00079,0.237
C00092,C00123,0.1808
C05345,C00123,0.1795
C00354,C00123,0.1404
C00111,C00123,0.1997
C00029,C00123,0.0554
C01159,C00123,0.2084
C00197,C00123,0.2213
C00631,C00123,0.2502
C00074,C00123,0.3002
C00022,C00123,0.2601
C00345,C00123,0.1585
C00199,C00123,0.1746
C00117,C00123,0.191
C00279,C00123,0.2141
C04442,C00123,0.1632
C00227,C00123,0.3428
C00010,C00123,0.069
C00158,C00123,0.2744
C00451,C00123,0.2776
C00026,C00123,0.2562
C00042,C00123,0.3019
C00122,C00123,0.2926
C00149,C00123,0.305
C00036,C00123,0.3027
C00048,C00123,0.238
C00003,C00123,0.0563
C00006,C00123,0.0547
C00020,C00123,0.0966
C00008,C00123,0.0809
C00002,C00123,0.0693
C00144,C00123,0.0978
C00035,C00123,0.0815
C00044,C00123,0.0695
C00055,C00123,0.0988
C00112,C00123,0.08
C00063,C00123,0.0673
C00105,C00123,0.0995
C00015,C00123,0.0806
C00075,C00123,0.0671
C00130,C00123,0.1271
C00575,C00123,0.1098
C00942,C00123,0.1099
C00119,C00123,0.1234
C00166,C00123,0.1592
C00352,C00123,0.1871
C03878,C00123,0.212
C00864,C00123,0.1628
C00155,C00123,0.3129
C00037,C00123,0.2552
C00065,C00123,0.2412
C00073,C00123,0.3432
C00049,C00123,0.3039
C00169,C00123,0.2468
C00051,C00123,0.1192
C00127,C00123,0.106
C00004,C00123,0.0604
C00005,C00123,0.0567
C00016,C00123,0.0504
C00043,C00123,0.0667
C00118,C00123,0.2178
C00315,C00123,0.1473
C01228,C00123,0.1074
C00417,C00123,0.2651
C00024,C00123,0.0581
C00364,C00123,0.1015
C00459,C00123,0.068
C00103,C00123,0.2003
C00446,C00123,0.194
C01094,C00123,0.1707
C00116,C00123,0.2168
C00093,C00123,0.2028
C00152,C00123,0.3012
C00135,C00123,0.179
C00079,C00123,0.1777
C00092,C00263,0.2544
C05345,C00263,0.2437
C00354,C00263,0.1782
C00111,C00263,0.338
C00029,C00263,0.0587
C01159,C00263,0.2991
C00197,C00263,0.3074
C00631,C00263,0.3097
C00074,C00263,0.3986
C00022,C00263,0.2325
C00345,C00263,0.2173
C00199,C00263,0.2386
C00117,C00263,0.2568
C00279,C00263,0.3104
C04442,C00263,0.1969
C00227,C00263,0.2763
C00010,C00263,0.0723
C00158,C00263,0.347
C00451,C00263,0.3637
C00026,C00263,0.3288
C00042,C00263,0.3811
C00122,C00263,0.3661
C00149,C00263,0.5478
C00036,C00263,0.4441
C00048,C00263,0.2443
C00003,C00263,0.0559
C00006,C00263,0.0541
C00020,C00263,0.113
C00008,C00263,0.0922
C00002,C00263,0.0771
C00144,C00263,0.1157
C00035,C00263,0.0927
C00044,C00263,0.0777
C00055,C00263,0.1114
C00112,C00263,0.0882
C00063,C00263,0.0725
C00105,C00263,0.1106
C00015,C00263,0.0886
C00075,C00263,0.0723
C00130,C00263,0.1571
C00575,C00263,0.1277
C00942,C00263,0.1326
C00119,C00263,0.147
C00166,C00263,0.1511
C00352,C00263,0.2548
C03878,C00263,0.2482
C00864,C00263,0.1741
C00155,C00263,0.5398
C00037,C00263,0.2579
C00065,C00263,0.3199
C00073,C00263,0.2916
C00049,C00263,0.5525
C00169,C00263,0.3178
C00051,C00263,0.1189
C00127,C00263,0.1038
C00004,C00263,0.06
C00005,C00263,0.0561
C00016,C00263,0.0506
C00043,C00263,0.0675
C00118,C00263,0.3218
C00315,C00263,0.1548
C01228,C00263,0.1251
C00417,C00263,0.3041
C00024,C00263,0.0597
C00364,C00263,0.1036
C00459,C00263,0.0685
C00103,C00263,0.261
C00446,C00263,0.2542
C01094,C00263,0.2203
C00116,C00263,0.2425
C00093,C00263,0.3376
C00152,C00263,0.5515
C00135,C00263,0.2436
C00079,C00263,0.1709
C00123,C00263,0.2679
C00092,C00097,0.1917
C05345,C00097,0.1929
C00354,C00097,0.149
C00111,C00097,0.2233
C00029,C00097,0.0549
C01159,C00097,0.2304
C00197,C00097,0.2438
C00631,C00097,0.2738
C00074,C00097,0.3232
C00022,C00097,0.2699
C00345,C00097,0.1635
C00199,C00097,0.1853
C00117,C00097,0.2125
C00279,C00097,0.231
C04442,C00097,0.1641
C00227,C00097,0.3497
C00010,C00097,0.0668
C00158,C00097,0.2887
C00451,C00097,0.3139
C00026,C00097,0.2833
C00042,C00097,0.3164
C00122,C00097,0.3061
C00149,C00097,0.3679
C00036,C00097,0.3497
C00048,C00097,0.2859
C00003,C00097,0.055
C00006,C00097,0.0537
C00020,C00097,0.1001
C00008,C00097,0.0828
C00002,C00097,0.0699
C00144,C00097,0.1018
C00035,C00097,0.0836
C00044,C00097,0.0699
C00055,C00097,0.0985
C00112,C00097,0.0797
C00063,C00097,0.0663
C00105,C00097,0.0972
C00015,C00097,0.0793
C00075,C00097,0.0659
C00130,C00097,0.1349
C00575,C00097,0.113
C00942,C00097,0.1154
C00119,C00097,0.126
C00166,C00097,0.1471
C00352,C00097,0.1989
C03878,C00097,0.2012
C00864,C00097,0.1459
C00155,C00097,0.3515
C00037,C00097,0.3215
C00065,C00097,0.5117
C00073,C00097,0.2647
C00049,C00097,0.3613
C00169,C00097,0.3317
C00051,C00097,0.1142
C00127,C00097,0.1014
C00004,C00097,0.059
C00005,C00097,0.0556
C00016,C00097,0.0489
C00043,C00097,0.0648
C00118,C00097,0.2441
C00315,C00097,0.1418
C01228,C00097,0.1083
C00417,C00097,0.2615
C00024,C00097,0.0572
C00364,C00097,0.0956
C00459,C00097,0.0651
C00103,C00097,0.2119
C00446,C00097,0.2078
C01094,C00097,0.1798
C00116,C00097,0.3138
C00093,C00097,0.2255
C00152,C00097,0.3564
C00135,C00097,0.1985
C00079,C00097,0.1629
C00123,C00097,0.3122
C00263,C00097,0.3409
C00092,C00493,0.2388
C05345,C00493,0.2381
C00354,C00493,0.1811
C00111,C00493,0.2564
C00029,C00493,0.0583
C01159,C00493,0.2426
C00197,C00493,0.2543
C00631,C00493,0.2735
C00074,C00493,0.2849
C00022,C00493,0.189
C00345,C00493,0.204
C00199,C00493,0.221
C00117,C00493,0.2486
C00279,C00493,0.242
C04442,C00493,0.1923
C00227,C00493,0.2211
C00010,C00493,0.0742
C00158,C00493,0.3044
C00451,C00493,0.3252
C00026,C00493,0.3213
C00042,C00493,0.3078
C00122,C00493,0.3095
C00149,C00493,0.3066
C00036,C00493,0.3121
C00048,C00493,0.1961
C00003,C00493,0.0573
C00006,C00493,0.0554
C00020,C00493,0.1113
C00008,C00493,0.0903
C00002,C00493,0.0759
C00144,C00493,0.1155
C00035,C00493,0.0925
C00044,C00493,0.076
C00055,C00493,0.11
C00112,C00493,0.0865
C00063,C00493,0.0717
C00105,C00493,0.1091
C00015,C00493,0.0871
C00075,C00493,0.0718
C00130,C00493,0.1556
C00575,C00493,0.127
C00942,C00493,0.1325
C00119,C00493,0.1438
C00166,C00493,0.1499
C00352,C00493,0.2473
C03878,C00493,0.227
C00864,C00493,0.1829
C00155,C00493,0.2807
C00037,C00493,0.2011
C00065,C00493,0.2379
C00073,C00493,0.2753
C00049,C00493,0.3098
C00169,C00493,0.2272
C00051,C00493,0.1283
C00127,C00493,0.1109
C00004,C00493,0.0617
C00005,C00493,0.0575
C00016,C00493,0.0524
C00043,C00493,0.0682
C00118,C00493,0.2819
C00315,C00493,0.1734
C01228,C00493,0.125
C00417,C00493,0.3276
C00024,C00493,0.0613
C00364,C00493,0.1077
C00459,C00493,0.0709
C00103,C00493,0.2452
C00446,C00493,0.2349
C01094,C00493,0.2086
C00116,C00493,0.2023
C00093,C00493,0.258
C00152,C00493,0.3091
C00135,C00493,0.2126
C00079,C00493,0.1653
C00123,C00493,0.2544
C00263,C00493,0.3229
C00097,C00493,0.2643
C00092,C00077,0.2757
C05345,C00077,0.2789
C00354,C00077,0.2003
C00111,C00077,0.3361
C00029,C00077,0.0603
C01159,C00077,0.2915
C00197,C00077,0.3158
C00631,C00077,0.2613
C00074,C00077,0.3245
C00022,C00077,0.1869
C00345,C00077,0.2333
C00199,C00077,0.2697
C00117,C00077,0.2944
C00279,C00077,0.2977
C04442,C00077,0.216
C00227,C00077,0.2136
C00010,C00077,0.0776
C00158,C00077,0.3553
C00451,C00077,0.4316
C00026,C00077,0.4068
C00042,C00077,0.3667
C00122,C00077,0.3527
C00149,C00077,0.3291
C00036,C00077,0.3354
C00048,C00077,0.1928
C00003,C00077,0.059
C00006,C00077,0.0569
C00020,C00077,0.1209
C00008,C00077,0.0968
C00002,C00077,0.0796
C00144,C00077,0.124
C00035,C00077,0.0981
C00044,C00077,0.0802
C00055,C00077,0.1189
C00112,C00077,0.0918
C00063,C00077,0.0749
C00105,C00077,0.1156
C00015,C00077,0.0913
C00075,C00077,0.0744
C00130,C00077,0.1636
C00575,C00077,0.1368
C00942,C00077,0.1427
C00119,C00077,0.1597
C00166,C00077,0.155
C00352,C00077,0.2872
C03878,C00077,0.2477
C00864,C00077,0.2066
C00155,C00077,0.3518
C00037,C00077,0.2
C00065,C00077,0.2439
C00073,C00077,0.3159
C00049,C00077,0.3345
C00169,C00077,0.2374
C00051,C00077,0.1367
C00127,C00077,0.116
C00004,C00077,0.0636
C00005,C00077,0.0591
C00016,C00077,0.0527
C00043,C00077,0.0711
C00118,C00077,0.3111
C00315,C00077,0.1866
C01228,C00077,0.1286
C00417,C00077,0.3366
C00024,C00077,0.0639
C00364,C00077,0.1119
C00459,C00077,0.0729
C00103,C00077,0.2783
C00446,C00077,0.2889
C01094,C00077,0.2446
C00116,C00077,0.1972
C00093,C00077,0.3318
C00152,C00077,0.3331
C00135,C00077,0.2447
C00079,C00077,0.1746
C00123,C00077,0.2403
C00263,C00077,0.397
C00097,C00077,0.2828
C00493,C00077,0.3811
C00092,C02291,0.2439
C05345,C02291,0.2444
C00354,C02291,0.2401
C00111,C02291,0.1873
C00029,C02291,0.0676
C01159,C02291,0.2062
C00197,C02291,0.2014
C00631,C02291,0.1701
C00074,C02291,0.1921
C00022,C02291,0.1337
C00345,C02291,0.2555
C00199,C02291,0.247
C00117,C02291,0.2217
C00279,C02291,0.1948
C04442,C02291,0.3403
C00227,C02291,0.1543
C00010,C02291,0.0911
C00158,C02291,0.2304
C00451,C02291,0.2244
C00026,C02291,0.2363
C00042,C02291,0.1964
C00122,C02291,0.1924
C00149,C02291,0.1833
C00036,C02291,0.1916
C00048,C02291,0.1315
C00003,C02291,0.0676
C00006,C02291,0.0656
C00020,C02291,0.1402
C00008,C02291,0.1095
C00002,C02291,0.0887
C00144,C02291,0.1428
C00035,C02291,0.1118
C00044,C02291,0.0891
C00055,C02291,0.1507
C00112,C02291,0.1114
C00063,C02291,0.0877
C00105,C02291,0.1448
C00015,C02291,0.1115
C00075,C02291,0.0872
C00130,C02291,0.1623
C00575,C02291,0.1686
C00942,C02291,0.1629
C00119,C02291,0.2093
C00166,C02291,0.1477
C00352,C02291,0.2342
C03878,C02291,0.1883
C00864,C02291,0.284
C00155,C02291,0.1823
C00037,C02291,0.1347
C00065,C02291,0.1463
C00073,C02291,0.1966
C00049,C02291,0.1852
C00169,C02291,0.1537
C00051,C02291,0.2268
C00127,C02291,0.1813
C00004,C02291,0.0737
C00005,C02291,0.0684
C00016,C02291,0.0621
C00043,C02291,0.0889
C00118,C02291,0.1763
C00315,C02291,0.3066
C01228,C02291,0.1466
C00417,C02291,0.2251
C00024,C02291,0.0747
C00364,C02291,0.1553
C00459,C02291,0.0895
C00103,C02291,0.2264
C00446,C02291,0.224
C01094,C02291,0.2596
C00116,C02291,0.1286
C00093,C02291,0.1873
C00152,C02291,0.1834
C00135,C02291,0.1554
C00079,C02291,0.1604
C00123,C02291,0.1719
C00263,C02291,0.1821
C00097,C02291,0.1636
C00493,C02291,0.2015
C00077,C02291,0.2209
C00092,C00033,0.1548
C05345,C00033,0.1538
C00354,C00033,0.1242
C00111,C00033,0.1761
C00029,C00033,0.0501
